budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year,Column1,Name2,tweets analyzed,movieTermCount,total retweets,positive percentage,positive retweets,negative percentage,negative retweets,neutral tweet percentage,P_N,P_N_N,P_Nratio,PandN/Nratio
48000000,Columbia Pictures,USA,Penny Marshall,Biography,30165536,Riding in Cars with Boys,PG-13,37183,132,6.5,Drew Barrymore,23914,Beverly D'Onofrio,2001,3405,Riding in Cars with Boys,17,10,2,52.94117647,2,11.76470588,0,35.29411765,1,2,4.500000001,7.500000002
72000000,DreamWorks,USA,Rod Lurie,Action,18208078,The Last Castle,R,37183,131,6.9,Robert Redford,60328,David Scarpa,2001,3390,The Last Castle,40,4,14,50,4,12.5,0,37.5,1,2,4,7
35000000,Twentieth Century Fox Film Corporation,USA,Albert Hughes,Horror,31602566,From Hell,R,37183,122,6.8,Johnny Depp,131821,Alan Moore,2001,3338,From Hell,24,1,3,45.83333333,1,16.66666667,0,37.5,1,2,2.749999999,4.999999999
15000000,Les Films Alain Sarde,France,David Lynch,Drama,7220243,Mulholland Drive,R,37183,147,8,Naomi Watts,263699,David Lynch,2001,3304,Mulholland Drive,56,10,8,33.92857143,1,14.28571429,4,51.78571429,1,1,2.374999999,5.999999999
11000000,Touchstone Pictures,USA,Rob Pritts,Comedy,23978402,Corky Romano,PG-13,37176,86,4.6,Chris Kattan,11303,David Garrett,2001,3493,Corky Romano,14,7,2,64.28571429,2,14.28571429,0,21.42857143,1,2,4.499999999,5.999999999
25000000,Walt Disney Pictures,USA,Tim Hill,Comedy,17292381,Max Keeble's Big Move,PG,37169,86,5.4,Alex D. Linz,6177,David L. Watts,2001,3451,Max Keeble's Big Move,16,10,3,50,1,12.5,0,37.5,1,2,4,7
45000000,Warner Bros.,USA,Antoine Fuqua,Crime,76631907,Training Day,R,37169,122,7.7,Denzel Washington,328937,David Ayer,2001,3311,Training Day,32,1,5,50,3,6.25,0,43.75,1,2,8,15
31000000,Castle Rock Entertainment,USA,Scott Hicks,Drama,24185781,Hearts in Atlantis,PG-13,37162,101,6.9,Anthony Hopkins,32102,Stephen King,2001,3397,Hearts in Atlantis,6,4,0,66.66666667,0,0,0,33.33333333,1,2,0,0
28000000,Paramount Pictures,Germany,Ben Stiller,Comedy,45172250,Zoolander,PG-13,37162,90,6.6,Ben Stiller,215281,Drake Sather,2001,3344,Zoolander,64,3,12,45.3125,5,15.625,2,39.0625,1,2,2.9,5.4
0,BMG Funhouse,Japan,Yoshiaki Kawajiri,Animation,25521,Vampire Hunter D: Bloodlust,R,37162,103,7.7,Andrew Philpot,24614,Hideyuki Kikuchi,2000,3282,Vampire Hunter D: Bloodlust,15,11,1,13.33333333,0,20,0,66.66666667,0,1,0.666666667,4
0,Cité-Amérique,Canada,Léa Pool,Drama,302365,Lost and Delirious,R,37154,103,7,Piper Perabo,17910,Susan Swan,2001,3413,Lost and Delirious,17,10,1,11.76470588,0,11.76470588,0,76.47058824,0,1,1,7.500000002
30000000,Columbia Pictures Corporation,USA,Daniel Sackheim,Crime,18001232,The Glass House,PG-13,37148,106,5.8,Diane Lane,27097,Wesley Strick,2001,3410,The Glass House,17,1,8,47.05882353,1,23.52941176,7,29.41176471,1,2,2,3.250000001
0,Boneyard Entertainment,UK,Joel Hershman,Comedy,1439287,Greenfingers,R,37148,91,6.9,Clive Owen,4800,Joel Hershman,2000,3287,Greenfingers,67,2,16,59.70149254,4,11.94029851,7,28.35820896,1,2,4.999999999,7.374999999
13000000,Screen Gems,USA,Mark Brown,Comedy,22235901,Two Can Play That Game,R,37141,90,6.1,Vivica A. Fox,4642,Mark Brown,2001,3509,Two Can Play That Game,17,1,5,58.82352941,5,5.882352941,0,35.29411765,1,2,10,16
57000000,Warner Bros.,USA,Stephen Herek,Drama,17008282,Rock Star,R,37141,105,6.2,Mark Wahlberg,36324,John Stockwell,2001,3326,Rock Star,32,1,4,46.875,1,18.75,1,34.375,1,2,2.5,4.333333333
0,ARP Sélection,France,Jean-Pierre Dardenne,Drama,261475,Rosetta,R,37141,95,7.6,Émilie Dequenne,10176,Jean-Pierre Dardenne,1999,3040,Rosetta,43,1,2,34.88372093,2,18.60465116,0,46.51162791,1,1,1.875,4.375000001
0,Arte France Cinéma,Austria,Michael Haneke,Drama,1900282,The Piano Teacher,R,37139,131,7.4,Isabelle Huppert,43270,Michael Haneke,2001,3346,The Piano Teacher,16,1,42,25,0,31.25,0,43.75,0,1,0.8,2.2
6000000,Killer Films,USA,John Cameron Mitchell,Comedy,3029081,Hedwig and the Angry Inch,R,37134,95,7.8,John Cameron Mitchell,27739,John Cameron Mitchell,2001,3433,Hedwig and the Angry Inch,14,1,5,35.71428571,5,14.28571429,0,50,1,1,2.499999999,5.999999998
5000000,Chickie the Cop,USA,Tim Blake Nelson,Drama,16017403,O,R,37134,95,6.2,Mekhi Phifer,17805,William Shakespeare,2001,3412,O,26,1,0,26.92307692,0,7.692307692,0,65.38461538,1,1,3.5,12
28000000,Screen Gems,USA,John Carpenter,Action,8434601,Ghosts of Mars,R,37127,98,4.9,Natasha Henstridge,45304,Larry Sulkis,2001,3383,Ghosts of Mars,6,3,1,33.33333333,0,16.66666667,0,50,1,1,1.999999999,4.999999999
13000000,Bandeira Entertainment,USA,Blair Hayes,Adventure,5002310,Bubble Boy,PG-13,37127,84,5.6,Jake Gyllenhaal,27008,Cinco Paul,2001,3376,Bubble Boy,51,5,11,35.29411765,1,11.76470588,4,52.94117647,1,1,3.000000001,7.500000002
22000000,Dimension Films,USA,Kevin Smith,Comedy,30059386,Jay and Silent Bob Strike Back,R,37127,104,6.9,Jason Mewes,134314,Kevin Smith,2001,3351,Jay and Silent Bob Strike Back,32,20,8,43.75,0,18.75,0,37.5,1,2,2.333333333,4.333333333
35000000,Morgan Creek Productions,USA,Les Mayfield,Action,13264986,American Outlaws,PG-13,37120,94,6,Colin Farrell,12534,Roderick Taylor,2001,3456,American Outlaws,5,3,22,40,22,0,0,60,1,1,0,0
57000000,Universal Pictures,UK,John Madden,Drama,25543895,Captain Corelli's Mandolin,R,37120,131,5.9,Nicolas Cage,29405,Shawn Slovo,2001,3432,Captain Corelli's Mandolin,11,8,4,63.63636364,4,9.090909091,0,27.27272727,1,2,7,10
48000000,Paramount Pictures,USA,Jerry Zucker,Adventure,56618055,Rat Race,PG-13,37120,112,6.4,Breckin Meyer,97606,Andy Breckman,2001,3353,Rat Race,51,2,2,52.94117647,0,13.7254902,0,33.33333333,1,2,3.857142856,6.285714284
70000000,Warner Bros.,USA,Bobby Farrelly,Animation,13596911,Osmosis Jones,PG,37113,95,6.3,Laurence Fishburne,27295,Marc Hyman,2001,3385,Osmosis Jones,59,6,5,38.98305085,2,18.6440678,0,42.37288136,1,1,2.090909091,4.363636363
30000000,LivePlanet,USA,J.B. Rogers,Comedy,145103595,American Pie 2,R,37113,108,6.4,Jason Biggs,211629,Adam Herz,2001,3342,American Pie 2,41,11,5,53.65853659,4,19.51219512,1,26.82926829,1,2,2.750000001,4.125000001
90000000,New Line Cinema,USA,Brett Ratner,Action,226164286,Rush Hour 2,PG-13,37106,90,6.6,Jackie Chan,171603,Ross LaManna,2001,3364,Rush Hour 2,15,2,0,60,0,13.33333333,0,26.66666667,1,2,4.500000001,6.500000002
26000000,Walt Disney Pictures,USA,Garry Marshall,Comedy,108248956,The Princess Diaries,G,37106,111,6.3,Julie Andrews,103820,Meg Cabot,2001,3329,The Princess Diaries,70,13,7,51.42857143,4,12.85714286,0,35.71428571,1,2,3.999999999,6.777777776
100000000,Twentieth Century Fox Film Corporation,USA,Tim Burton,Action,180011740,Planet of the Apes,PG-13,37099,119,5.7,Mark Wahlberg,189575,Pierre Boulle,2001,3319,Planet of the Apes,43,18,4,16.27906977,0,23.25581395,2,60.46511628,0,1,0.7,3.300000001
1800000,ErgoArts,USA,Maggie Greenwald,Drama,3050934,Songcatcher,PG-13,37099,109,7.2,Janet McTeer,2939,Maggie Greenwald,2000,3234,Songcatcher,8,2,3,87.5,2,0,0,12.5,1,2,0,0
46000000,Revolution Studios,USA,Joe Roth,Comedy,93607673,America's Sweethearts,PG-13,37092,102,5.7,Julia Roberts,49618,Billy Crystal,2001,3404,America's Sweethearts,27,4,8,37.03703704,4,14.81481481,0,48.14814815,1,1,2.500000001,5.750000002
0,Tartan Films,USA,Chuck Parello,Biography,5708,Ed Gein,NOT RATED,37092,89,5.6,Steve Railsback,4568,Stephen Johnston,2000,3244,Ed Gein,7,2,0,42.85714286,0,28.57142857,0,28.57142857,1,2,1.5,2.5
93000000,Universal Pictures,USA,Joe Johnston,Action,181171875,Jurassic Park III,PG-13,37090,92,5.9,Sam Neill,239644,Michael Crichton,2001,3348,Jurassic Park III,16,7,11,50,9,25,0,25,1,2,2,3
18000000,Metro-Goldwyn-Mayer (MGM),USA,Robert Luketic,Comedy,96520674,Legally Blonde,PG-13,37085,96,6.2,Reese Witherspoon,145161,Amanda Brown,2001,3312,Legally Blonde,21,2,2,61.9047619,2,19.04761905,0,19.04761905,1,2,3.249999999,4.249999999
10000000,Star Overseas,Hong Kong,Stephen Chow,Action,488872,Shaolin Soccer,PG,37084,113,7.3,Stephen Chow,62092,Stephen Chow,2001,3394,Shaolin Soccer,51,11,14,50.98039216,0,9.803921569,7,39.21568627,1,2,5.2,9.2
137000000,Chris Lee Productions,USA,Hironobu Sakaguchi,Animation,32131830,Final Fantasy: The Spirits Within,PG-13,37083,106,6.4,Alec Baldwin,75443,Hironobu Sakaguchi,2001,3415,Final Fantasy: The Spirits Within,24,12,2,41.66666667,0,16.66666667,0,41.66666667,1,0,2.5,4.999999999
45000000,Dimension Films,USA,Keenen Ivory Wayans,Comedy,71308997,Scary Movie 2,R,37076,83,5.3,Anna Faris,127881,Shawn Wayans,2001,3336,Scary Movie 2,89,82,5,35.95505618,3,12.35955056,1,51.68539326,1,1,2.90909091,7.090909092
7000000,Paramount Pictures,USA,Louis C.K.,Comedy,3293258,Pootie Tang,PG-13,37071,81,5.2,Chris Rock,11971,Louis C.K.,2001,3398,Pootie Tang,24,3,3,58.33333333,3,12.5,0,29.16666667,1,2,4.666666666,7
100000000,Warner Bros.,USA,Steven Spielberg,Adventure,78616689,A.I. Artificial Intelligence,PG-13,37071,146,7.1,Haley Joel Osment,255580,Brian Aldiss,2001,3327,A.I. Artificial Intelligence,36,3,16,38.88888889,2,19.44444444,0,41.66666667,1,1,2.000000001,4.142857144
16000000,Columbia Pictures,USA,John Singleton,Crime,28734552,Baby Boy,R,37069,130,6.4,AlexSandra Wright,10533,John Singleton,2001,3380,Baby Boy,16,1,3,25,1,18.75,0,56.25,1,1,1.333333333,4.333333333
70000000,Twentieth Century Fox Film Corporation,USA,Steve Carr,Comedy,112952899,Dr. Dolittle 2,PG,37064,87,4.7,Eddie Murphy,36199,Hugh Lofting,2001,3467,Dr. Dolittle 2,14,10,1,21.42857143,1,21.42857143,0,57.14285714,0,1,1,3.666666666
38000000,Universal Pictures,USA,Rob Cohen,Action,144533925,The Fast and the Furious,PG-13,37064,106,6.7,Vin Diesel,295769,Ken Li,2001,3314,The Fast and the Furious,27,10,6,44.44444444,1,7.407407407,0,48.14814815,1,1,6,12.5
120000000,Walt Disney Feature Animation,USA,Gary Trousdale,Animation,84052762,Atlantis: The Lost Empire,PG,37057,95,6.8,Michael J. Fox,80961,Tab Murphy,2001,3335,Atlantis: The Lost Empire,69,19,11,59.42028986,8,8.695652174,0,31.88405797,1,2,6.833333334,10.5
115000000,Paramount Pictures,USA,Simon West,Action,131144183,Lara Croft: Tomb Raider,PG-13,37057,100,5.8,Angelina Jolie,167892,Sara B. Cooper,2001,3307,Lara Croft: Tomb Raider,15,5,14,26.66666667,0,13.33333333,1,60,1,1,2.000000001,6.500000002
80000000,Columbia Pictures Corporation,USA,Ivan Reitman,Comedy,38345494,Evolution,PG-13,37050,101,6.1,David Duchovny,106732,Don Jakoby,2001,3377,Evolution,26,1,3,30.76923077,2,26.92307692,0,42.30769231,1,1,1.142857143,2.714285715
47000000,Revolution Studios,USA,Luke Greenfield,Comedy,57743062,The Animal,PG-13,37043,84,4.8,Rob Schneider,50142,Tom Brady,2001,3435,The Animal,20,1,0,55,0,10,0,35,1,2,5.5,9
9000000,Newmarket Capital Group,USA,Christopher Nolan,Mystery,25544867,Memento,R,37036,113,8.5,Guy Pearce,929360,Christopher Nolan,2000,3085,Memento,27,6,23,29.62962963,15,44.44444444,7,25.92592593,0,0,0.666666667,1.25
10000000,Haft Entertainment,USA,Joel Schumacher,Drama,139692,Tigerland,R,37035,101,7,Colin Farrell,34628,Ross Klavan,2000,3183,Tigerland,8,5,2,50,2,12.5,0,37.5,1,2,4,7
0,Artisan Entertainment,USA,Wayne Wang,Drama,1096037,The Center of the World,UNRATED,37029,88,5.9,Shane Edelman,4177,Wayne Wang,2001,3438,The Center of the World,16,1,0,50,0,37.5,0,12.5,1,2,1.333333333,1.666666667
60000000,DreamWorks Animation,USA,Andrew Adamson,Animation,267665011,Shrek,PG,37029,90,7.9,Mike Myers,506495,William Steig,2001,3315,Shrek,42,1,13,33.33333333,0,11.9047619,10,54.76190476,1,1,2.800000001,7.400000003
65000000,Columbia Pictures Corporation,USA,Brian Helgeland,Action,56569702,A Knight's Tale,PG-13,37022,132,6.9,Heath Ledger,146093,Brian Helgeland,2001,3334,A Knight's Tale,46,17,20,52.17391304,15,15.2173913,4,32.60869565,1,2,3.428571429,5.571428573
0,Daly-Harris Productions,USA,Del Shores,Comedy,1111273,Sordid Lives,R,37022,111,6.8,Delta Burke,2477,Del Shores,2000,3263,Sordid Lives,5,3,0,80,0,20,0,0,1,2,4,4
98000000,Universal Pictures,USA,Stephen Sommers,Action,202019785,The Mummy Returns,PG-13,37015,130,6.3,Brendan Fraser,264562,Stephen Sommers,2001,3332,The Mummy Returns,37,15,2,40.54054054,1,5.405405405,0,54.05405405,1,1,7.5,17.5
15000000,Screen Gems,USA,J.S. Cardone,Horror,7288451,The Forsaken,R,37008,90,5.3,Kerr Smith,7560,J.S. Cardone,2001,3490,The Forsaken,23,1,5,56.52173913,1,17.39130435,1,26.08695652,1,2,3.25,4.749999999
90000000,New Line Cinema,USA,Peter Chelsom,Comedy,6719973,Town & Country,R,37008,104,4.4,Warren Beatty,4284,Michael Laughlin,2001,3455,Town & Country,36,1,6,38.88888889,0,13.88888889,0,47.22222222,1,1,2.8,6.199999999
18000000,October Films,USA,Harald Zwart,Comedy,6290673,One Night at McCool's,R,37008,93,6.1,Liv Tyler,26528,Stan Seidel,2001,3445,One Night at McCool's,5,2,0,80,0,20,0,0,1,2,4,4
14000000,Regency Enterprises,USA,Tom Green,Comedy,14249005,Freddy Got Fingered,R,37001,87,4.5,Tom Green,41235,Tom Green,2001,3424,Freddy Got Fingered,33,15,18,54.54545455,3,15.15151515,14,30.3030303,1,2,3.600000001,5.600000001
25000000,Miramax,UK,Sharon Maguire,Comedy,71543427,Bridget Jones's Diary,R,36994,97,6.7,Renée Zellweger,188905,Helen Fielding,2001,3339,Bridget Jones's Diary,19,9,7,47.36842105,0,15.78947368,0,36.84210526,1,2,3.000000001,5.333333334
2000000,Altavista Films,Mexico,Alejandro González Iñárritu,Drama,5383834,Amores Perros,R,36994,154,8.1,Emilio Echevarría,187814,Guillermo Arriaga,2000,3122,Amores Perros,14,7,9,50,0,7.142857143,0,42.85714286,1,2,7,13
7000000,Bates Entertainment,USA,Doug McHenry,Comedy,23247539,Kingdom Come,PG,36992,94,5.7,LL Cool J,1846,David Dean Bottrell,2001,3512,Kingdom Come,31,1,19,45.16129032,13,9.677419355,2,45.16129032,1,0,4.666666666,9.333333333
17700000,Columbia Pictures Corporation,USA,Dennie Gordon,Adventure,27087695,Joe Dirt,PG-13,36992,91,5.9,David Spade,44133,David Spade,2001,3366,Joe Dirt,44,3,11,65.90909091,0,6.818181818,0,27.27272727,1,2,9.666666667,13.66666667
39000000,Universal Pictures,Canada,Harry Elfont,Comedy,14252830,Josie and the Pussycats,PG-13,36992,98,5.3,Rachael Leigh Cook,19643,Deborah Kaplan,2001,3354,Josie and the Pussycats,42,6,21,52.38095238,6,14.28571429,0,33.33333333,1,2,3.666666666,5.999999998
60000000,Paramount Pictures,USA,Lee Tamahori,Drama,74078174,Along Came a Spider,R,36987,104,6.3,Morgan Freeman,62868,James Patterson,2001,3371,Along Came a Spider,19,14,2,36.84210526,0,21.05263158,0,42.10526316,1,1,1.75,3.75
11000000,Revolution Studios,USA,Gregory Poirier,Comedy,13558739,Tomcats,R,36980,95,5.3,Shannon Elizabeth,15912,Gregory Poirier,2001,3461,Tomcats,10,1,5,20,0,10,0,70,1,1,2,9
23000000,Fox 2000 Pictures,USA,Tony Goldwyn,Comedy,27338033,Someone Like You...,PG-13,36980,97,6.1,Ashley Judd,21020,Laura Zigman,2001,3403,Someone Like You...,24,1,1,37.5,0,33.33333333,1,29.16666667,1,2,1.125,2
35000000,Dimension Films,USA,Robert Rodriguez,Action,112719001,Spy Kids,PG,36980,88,5.4,Alexa PenaVega,90839,Robert Rodriguez,2001,3330,Spy Kids,44,6,13,36.36363636,2,25,9,38.63636364,1,1,1.454545454,3
0,British Broadcasting Corporation (BBC),Ireland,Gerard Stembridge,Comedy,151559,About Adam,R,36971,97,6,Stuart Townsend,5918,Gerard Stembridge,2000,3290,About Adam,16,1,4,50,4,12.5,0,37.5,1,2,4,7
50000000,Warner Bros.,USA,Andrzej Bartkowiak,Action,51758599,Exit Wounds,R,36966,101,5.5,Steven Seagal,28779,Ed Horowitz,2001,3444,Exit Wounds,9,5,0,33.33333333,0,22.22222222,0,44.44444444,1,1,1.5,3.5
68000000,Swanford Films,UK,Jean-Jacques Annaud,Drama,51401758,Enemy at the Gates,R,36966,131,7.6,Jude Law,205191,Jean-Jacques Annaud,2001,3343,Enemy at the Gates,28,7,14,42.85714286,0,3.571428571,5,53.57142857,1,1,12,27
0,Sacher Film,Italy,Nanni Moretti,Drama,1014416,The Son's Room,R,36959,99,7.4,Nanni Moretti,15598,Nanni Moretti,2001,3513,The Son's Room,13,1,8,61.53846154,6,7.692307692,1,30.76923077,1,2,8.000000001,12
60000000,New Line Cinema,USA,John Herzfeld,Action,24403552,15 Minutes,R,36959,120,6.1,Robert De Niro,44327,John Herzfeld,2001,3396,15 Minutes,33,1,1,48.48484848,1,27.27272727,0,24.24242424,1,2,1.777777778,2.666666667
0,Block 2 Pictures,Hong Kong,Kar-Wai Wong,Drama,2734044,In the Mood for Love,PG,36959,98,8.1,Tony Chiu-Wai Leung,86800,Kar-Wai Wong,2000,3109,In the Mood for Love,48,6,9,70.83333333,7,6.25,0,22.91666667,1,2,11.33333333,15
0,Arte France Cinéma,France,Catherine Breillat,Drama,724116,Fat Girl,NOT RATED,36957,100,6.5,Anaïs Reboux,8715,Catherine Breillat,2001,3473,Fat Girl,17,1,1,41.17647059,0,35.29411765,1,23.52941176,1,2,1.166666667,1.833333333
35000000,Warner Bros.,USA,John Whitesell,Action,33357476,See Spot Run,PG,36952,94,5.4,David Arquette,7788,George Gallo,2001,3483,See Spot Run,9,3,2,88.88888889,0,0,0,11.11111111,1,2,0,0
62000000,Franchise Pictures,USA,Demian Lichtenstein,Action,15738632,3000 Miles to Graceland,R,36945,125,5.9,Kurt Russell,39439,Richard Recco,2001,3442,3000 Miles to Graceland,14,3,0,35.71428571,0,14.28571429,0,50,1,1,2.499999999,5.999999998
75000000,Twentieth Century Fox Film Corporation,USA,Henry Selick,Animation,5411999,Monkeybone,PG-13,36945,93,4.7,Brendan Fraser,15048,Kaja Blackley,2001,3427,Monkeybone,22,9,9,31.81818182,8,27.27272727,1,40.90909091,1,1,1.166666667,2.666666667
23000000,Disney Television Animation,USA,Chuck Sheetz,Animation,36696761,Recess: School's Out,G,36938,82,6.6,Andrew Lawrence,7522,Paul Germain,2001,3496,Recess: School's Out,11,3,3,45.45454545,1,9.090909091,2,45.45454545,1,0,4.999999999,9.999999999
40000000,Warner Bros.,USA,Pat O'Connor,Drama,25288103,Sweet November,PG-13,36938,119,6.7,Keanu Reeves,74702,Herman Raucher,2001,3388,Sweet November,12,1,0,33.33333333,0,25,0,41.66666667,1,1,1.333333333,3
22000000,Columbia Pictures Corporation,USA,Dennis Dugan,Action,19351569,Saving Silverman,PG-13,36931,90,5.9,Jason Biggs,34712,Hank Nelken,2001,3416,Saving Silverman,22,15,3,50,0,27.27272727,2,22.72727273,1,2,1.833333334,2.666666667
14000000,Universal Pictures,USA,Mark Waters,Comedy,10397365,Head Over Heels,PG-13,36924,86,5.4,Monica Potter,12325,John J. Strauss,2001,3436,Head Over Heels,19,1,53,68.42105263,52,15.78947368,0,15.78947368,1,2,4.333333334,5.333333334
0,Alliance Atlantis Communications,UK,Michael Winterbottom,Drama,669258,The Claim,R,36924,120,6.5,Wes Bentley,5448,Thomas Hardy,2000,3275,The Claim,27,1,10,74.07407407,3,0,0,25.92592593,1,2,0,0
26000000,Touchstone Pictures,UK,Joel Coen,Adventure,45506619,"O Brother, Where Art Thou?",PG-13,36924,107,7.8,George Clooney,242380,Homer,2000,3100,"O Brother, Where Art Thou?",29,13,17,72.4137931,12,13.79310345,4,13.79310345,1,2,5.249999999,6.249999999
0,13 Productions,Hungary,Béla Tarr,Drama,25461,Werckmeister Harmonies,Not specified,36923,145,8.3,Lars Rudolph,9773,László Krasznahorkai,2000,3227,Werckmeister Harmonies,5,3,1,60,1,40,0,0,1,2,1.5,1.5
35000000,Columbia Pictures Corporation,Germany,Adam Shankman,Comedy,60400856,The Wedding Planner,PG-13,36917,103,5.2,Jennifer Lopez,65818,Pamela Falk,2001,3392,The Wedding Planner,33,3,5,48.48484848,1,9.090909091,0,42.42424242,1,2,5.333333333,9.999999999
8000000,Saturn Films,UK,E. Elias Merhige,Drama,8279017,Shadow of the Vampire,R,36917,92,6.9,John Malkovich,35600,Steven Katz,2000,3173,Shadow of the Vampire,10,5,1,70,0,20,1,10,1,2,3.5,4
0,Arts Council of England,UK,Bill Eagles,Comedy,55381,Beautiful Creatures,R,36910,86,5.9,Rachel Weisz,3150,Simon Donald,2000,3291,Beautiful Creatures,40,3,9,50,5,10,0,40,1,2,5,9
6000000,HK Film Corporation,USA,Tony Cinciripini,Drama,9122,Hell's Kitchen,R,36910,95,4.9,Rosanna Arquette,2209,Tony Cinciripini,1998,2824,Hell's Kitchen,60,2,5,38.33333333,3,13.33333333,1,48.33333333,1,1,2.875,6.500000001
13000000,Cort/Madden Productions,USA,Thomas Carter,Drama,91057006,Save the Last Dance,PG-13,36903,112,6.2,Julia Stiles,50689,Duane Adler,2001,3373,Save the Last Dance,48,4,9,66.66666667,6,12.5,2,20.83333333,1,2,5.333333334,7
43000000,Columbia Pictures Corporation,USA,Gus Van Sant,Drama,51804714,Finding Forrester,PG-13,36903,136,7.3,Sean Connery,75692,Mike Rich,2000,3171,Finding Forrester,55,34,5,43.63636364,3,12.72727273,0,43.63636364,1,0,3.428571428,6.857142856
80000000,New Line Cinema,USA,Roger Donaldson,Drama,34592089,Thirteen Days,PG-13,36903,145,7.3,Kevin Costner,47719,David Self,2000,3139,Thirteen Days,12,4,3,50,3,33.33333333,0,16.66666667,1,2,1.5,2
17000000,Asia Union Film & Entertainment Ltd.,Taiwan,Ang Lee,Action,128078872,"Crouching Tiger, Hidden Dragon",PG-13,36903,120,7.9,Yun-Fat Chow,228025,Du Lu Wang,2000,3103,"Crouching Tiger, Hidden Dragon",44,13,10,43.18181818,9,20.45454545,0,36.36363636,1,2,2.111111111,3.888888889
54000000,Dimension Films,USA,Patrick Lussier,Action,33022767,Dracula 2000,R,36882,99,4.9,Gerard Butler,28622,Joel Soisson,2000,3169,Dracula 2000,24,14,2,50,2,25,0,25,1,2,2,3
1200000,Hart-Sharp Entertainment,USA,Kenneth Lonergan,Drama,9180275,You Can Count on Me,R,36882,111,7.7,Laura Linney,24362,Kenneth Lonergan,2000,3168,You Can Count on Me,12,1,3,66.66666667,2,0,0,33.33333333,1,2,0,0
60000000,Universal Pictures,USA,Brett Ratner,Comedy,75793305,The Family Man,PG-13,36882,125,6.7,Nicolas Cage,90612,David Diamond,2000,3150,The Family Man,5,1,5,20,0,40,2,40,0,0,0.5,1.5
45000000,Castle Rock Entertainment,USA,Donald Petrie,Action,106807667,Miss Congeniality,PG-13,36882,109,6.2,Sandra Bullock,150621,Marc Lawrence,2000,3110,Miss Congeniality,34,4,5,58.82352941,3,5.882352941,2,35.29411765,1,2,10,16
90000000,Twentieth Century Fox Film Corporation,USA,Robert Zemeckis,Adventure,233632142,Cast Away,PG-13,36882,143,7.8,Tom Hanks,429806,William Broyles Jr.,2000,3090,Cast Away,25,8,8,52,7,4,0,44,1,2,13,24
0,1+2 Seisaku Iinkai,Taiwan,Edward Yang,Drama,1136776,Yi Yi,NOT RATED,36876,173,8.1,Nien-Jen Wu,14617,Edward Yang,2000,3209,Yi Yi,29,4,18,24.13793103,0,3.448275862,0,72.4137931,1,1,6.999999999,28
13000000,Twentieth Century Fox Film Corporation,USA,Danny Leiner,Comedy,46729800,"Dude, Where's My Car?",PG-13,36875,83,5.5,Ashton Kutcher,121888,Philip Stark,2000,3142,"Dude, Where's My Car?",29,10,12,44.82758621,10,31.03448276,1,24.13793103,1,2,1.444444444,2.222222222
100000000,Walt Disney Feature Animation,USA,Mark Dindal,Animation,89302687,The Emperor's New Groove,G,36875,78,7.3,David Spade,141885,Chris Williams,2000,3116,The Emperor's New Groove,42,17,11,69.04761905,3,11.9047619,8,19.04761905,1,2,5.800000003,7.400000003
4500000,Artisan Entertainment,USA,Darren Aronofsky,Drama,3609278,Requiem for a Dream,R,36875,102,8.3,Ellen Burstyn,630161,Hubert Selby Jr.,2000,3081,Requiem for a Dream,18,10,0,22.22222222,0,16.66666667,0,61.11111111,1,1,1.333333333,4.999999999
65000000,Castle Rock Entertainment,USA,Taylor Hackford,Action,32598931,Proof of Life,R,36868,135,6.2,Meg Ryan,50964,Tony Gilroy,2000,3194,Proof of Life,12,1,3,50,3,0,0,50,1,0,0,0
75000000,Columbia Pictures Corporation,USA,Martin Campbell,Action,69243859,Vertical Limit,PG-13,36868,124,5.9,Scott Glenn,52111,Robert King,2000,3163,Vertical Limit,7,5,0,28.57142857,0,14.28571429,0,57.14285714,1,1,1.999999999,5.999999998
85000000,Cruella Productions,USA,Kevin Lima,Adventure,66957026,102 Dalmatians,G,36852,100,4.8,Glenn Close,28524,Dodie Smith,2000,3181,102 Dalmatians,53,10,1,41.50943396,0,15.09433962,0,43.39622642,1,1,2.75,5.625000001
75000000,Touchstone Pictures,USA,M. Night Shyamalan,Drama,95011339,Unbreakable,PG-13,36852,106,7.2,Bruce Willis,280513,M. Night Shyamalan,2000,3088,Unbreakable,21,2,20,42.85714286,13,9.523809524,4,47.61904762,1,1,4.5,9.5
30000000,Paramount Pictures,Germany,Stig Bergqvist,Animation,76507756,Rugrats in Paris: The Movie,G,36847,78,6.1,Christine Cavanaugh,8974,J. David Stem,2000,3221,Rugrats in Paris: The Movie,16,15,2,6.25,2,6.25,0,87.5,0,1,1,15
123000000,Universal Pictures,USA,Ron Howard,Comedy,260044825,How the Grinch Stole Christmas,PG,36847,104,6,Jim Carrey,155553,Dr. Seuss,2000,3104,How the Grinch Stole Christmas,11,5,3,54.54545455,2,18.18181818,1,27.27272727,1,2,3.000000001,4.500000001
80000000,Warner Bros.,USA,Antony Hoffman,Action,17480890,Red Planet,PG-13,36840,106,5.7,Val Kilmer,49905,Chuck Pfarrer,2000,3180,Red Planet,20,1,8,50,1,25,7,25,1,2,2,3
5000000,StudioCanal,UK,Stephen Daldry,Drama,21995263,Billy Elliot,R,36840,110,7.7,Jamie Bell,104498,Lee Hall,2000,3121,Billy Elliot,28,10,2,53.57142857,2,3.571428571,0,42.85714286,1,2,15,27
