Budget,Genre,Gross,Name,Negative Percentage,Negative Retweets,Neutral Tweets,Positive Percentage,Positive Retweets,Runtime,Score,Tweets Analyzed,Votes,Year,SentClass2,SentClass3,SentRatio
85000000,Adventure,64935167,Mirror Mirror,26.58227848,8906,48.10126582,25.3164557,52218,106,5.6,79,74728,2012,0,1,0.952380953
120000000,Adventure,124987023,Life of Pi,14.89361702,301,53.19148936,31.91489362,5238,127,7.9,94,482766,2012,0,1,2.142857143
90000000,Adventure,68559554,Percy Jackson: Sea of Monsters,4.545454545,0,80.3030303,15.15151515,2,106,5.9,66,93908,2013,0,1,3.333333333
215000000,Adventure,234911825,Oz the Great and Powerful,4.12371134,0,7.216494845,88.65979381,76,130,6.3,97,183680,2013,1,2,21.5
90000000,Adventure,58236838,The Secret Life of Walter Mitty,65.65656566,24,8.080808081,26.26262626,0,114,7.3,99,255109,2013,0,0,0.4
127000000,Adventure,113746621,Night at the Museum: Secret of the Tomb,80,21,6.666666667,13.33333333,0,98,6.2,15,78239,2014,0,0,0.166666667
13000000,Adventure,38916903,Earth to Echo,10,2,25,65,481,91,5.8,40,16757,2014,1,2,6.5
50000000,Adventure,128002372,Into the Woods,15.58441558,664,38.96103896,45.45454545,1638,125,6,77,112609,2014,1,2,2.916666667
50000000,Adventure,51183113,Muppets Most Wanted,7.01754386,0,0,92.98245614,104,107,6.4,57,26380,2014,1,2,13.25
5000000,Adventure,2184640,Jem and the Holograms,14.73684211,4,55.78947368,29.47368421,19,118,4.1,95,5640,2015,0,1,1.999999999
150000000,Adventure,35088320,Pan,8.163265306,56822,76.53061224,15.30612245,5919,111,5.8,98,49650,2015,0,1,1.875
58000000,Adventure,80080379,Goosebumps,9.375,432,59.375,31.25,2643,103,6.3,64,59906,2015,0,1,3.333333333
20000000,Adventure,42652003,Max,7.608695652,45,69.56521739,22.82608696,39957,111,6.8,92,22181,2015,0,1,3.000000001
35000000,Adventure,10137502,The Walk,21.11111111,425084,33.33333333,45.55555556,2396,123,7.3,90,97203,2015,1,2,2.157894737
175000000,Adventure,364001123,The Jungle Book,20,19,40,40,110,106,7.5,85,209062,2016,0,0,2
170000000,Adventure,77042381,Alice Through the Looking Glass,10.66666667,16,66.66666667,22.66666667,123,113,6.2,75,62895,2016,0,1,2.125
140000000,Adventure,55483770,The BFG,20.77922078,315,32.46753247,46.75324675,6120,117,6.4,77,56297,2016,1,2,2.25
86000000,Animation,15132763,Arthur and the Invisibles,7.142857143,0,50,42.85714286,0,94,6,14,27672,2006,0,1,6
51000000,Animation,72779000,La Granja,0,0,100,0,0,100,5.6,44,22732,2006,0,1,0
60000000,Animation,28426747,Garfield 2,9.574468085,11,61.70212766,28.72340426,1545,82,5,94,30758,2006,0,1,3.000000001
149000000,Animation,64665672,Flushed Away,22.82608696,7,53.26086957,23.91304348,390,85,6.6,92,92380,2006,0,1,1.047619048
50000000,Animation,28142535,The Ant Bully,14,3935,56,30,4,88,5.9,50,31986,2006,0,1,2.142857143
85000000,Animation,85105259,Open Season,17.04545455,32,44.31818182,38.63636364,72,86,6.2,88,71052,2006,0,1,2.266666666
100000000,Animation,198000317,Happy Feet,13.15789474,3132,7.894736842,78.94736842,501,108,6.5,76,144200,2006,1,2,5.999999998
75000000,Animation,73661010,Monster House,21.73913043,5452,41.30434783,36.95652174,588,91,6.6,92,79512,2006,0,1,1.7
80000000,Animation,155019340,Over the Hedge,18.42105263,739,57.89473684,23.68421053,29,83,6.8,38,136214,2006,0,1,1.285714286
80000000,Animation,195330621,Ice Age: The Meltdown,17.39130435,156,65.2173913,17.39130435,7,91,6.9,69,211943,2006,0,1,1
34000000,Animation,54149098,TMNT: Las Tortugas Ninja,0,0,70,30,12,87,6.3,30,55759,2007,0,1,0
60000000,Animation,217326974,Alvin and the Chipmunks,13.48314607,5,51.68539326,34.83146067,34,92,5.2,89,62132,2007,0,1,2.583333333
150000000,Animation,126631277,Bee Movie,12.12121212,66,62.62626263,25.25252525,24,91,6.1,99,115409,2007,0,1,2.083333333
160000000,Animation,320706665,Shrek the Third,12.67605634,0,52.11267606,35.21126761,111,93,6.1,71,230142,2007,0,1,2.777777778
100000000,Animation,58867694,Surf's Up,5.970149254,6,59.70149254,34.32835821,4876,85,6.7,67,57904,2007,0,1,5.75
85000000,Animation,127807262,Enchanted,15,12,45,40,6657,107,7.1,60,153161,2007,0,1,2.666666667
8500000,Animation,35161554,Star Wars: The Clone Wars,14.28571429,4,44.44444444,41.26984127,74,98,5.9,63,45749,2008,0,1,2.888888888
25000000,Animation,19528602,Igor,1.030927835,0,87.62886598,11.34020619,575,87,6,97,20476,2008,0,1,11
150000000,Animation,180010950,Madagascar: Escape 2 Africa,8.163265306,0,65.30612245,26.53061224,0,89,6.7,49,162026,2008,0,1,3.249999999
150000000,Animation,114053579,Bolt,10.34482759,48,72.4137931,17.24137931,95,96,6.9,58,158580,2008,0,1,1.666666666
130000000,Animation,215434591,Kung Fu Panda,8.641975309,85,79.01234568,12.34567901,8,92,7.6,81,339024,2008,0,1,1.428571428
0,Animation,347136,Arthur and the Revenge of Maltazard,0,0,0,0,0,93,5.3,0,6110,2009,0,0,0
65000000,Animation,19548064,Astro Boy,8.235294118,1384,64.70588235,27.05882353,1511,94,6.3,85,27771,2009,0,1,3.285714286
0,Animation,78182,Summer Wars,6.666666667,0,53.33333333,40,153,114,7.6,45,19440,2009,0,1,6
70000000,Animation,42086887,Planeta 51,0,0,96.36363636,3.636363636,30,91,6.1,55,43788,2009,0,1,0
75000000,Animation,219614612,Alvin and the Chipmunks: The Squeakquel,14.70588235,0,58.82352941,26.47058824,5,88,4.5,34,34731,2009,0,1,1.800000001
150000000,Animation,119436770,G-Force,14.28571429,0,68.57142857,17.14285714,2,88,5.1,35,35516,2009,0,1,1.199999999
45000000,Animation,25200412,Aliens in the Attic,6.896551724,0,65.51724138,27.5862069,0,86,5.4,29,17909,2009,0,1,4.000000001
175000000,Animation,198351526,Monsters vs. Aliens,17.94871795,86,58.97435897,23.07692308,8,94,6.5,39,123919,2009,0,1,1.285714286
200000000,Animation,137855863,A Christmas Carol,5.405405405,0,37.83783784,56.75675676,300,96,6.8,37,80819,2009,1,2,10.5
100000000,Animation,124870275,Cloudy with a Chance of Meatballs,7.692307692,17,72.30769231,20,2485,90,7,65,167156,2009,0,1,2.6
90000000,Animation,196573705,Ice Age: Dawn of the Dinosaurs,21.62162162,2,67.56756757,10.81081081,0,94,7,37,182575,2009,0,1,0.5
60000000,Animation,75286229,Coraline,6.024096386,63,74.69879518,19.27710843,2,100,7.7,83,161158,2009,0,1,3.199999999
40000000,Animation,21002919,Fantastic Mr. Fox,3.125,1,5.208333333,91.66666667,493,87,7.8,96,154247,2009,1,2,29.33333333
175000000,Animation,293004164,Up,21,18853,42,37,58297,96,8.3,100,743601,2009,0,1,1.761904762
80000000,Animation,100246011,Yogi Bear,10.22727273,170,61.36363636,28.40909091,15823,100,4.6,88,17533,2010,0,1,2.777777777
20000000,Animation,25077977,Alpha and Omega,14.81481481,169,46.2962963,38.88888889,466,90,5.3,54,11636,2010,0,1,2.625000001
165000000,Animation,238371987,Shrek Forever After,18.18181818,6,53.53535354,28.28282828,25,93,6.3,99,150636,2010,0,1,1.555555556
80000000,Animation,55675313,Legend of the Guardians: The Owls of Ga'Hoole,15,2,50,35,666,97,7,40,69624,2010,0,1,2.333333333
130000000,Animation,148415853,Megamind,17.1875,629,54.6875,28.125,24385,95,7.3,64,188234,2010,0,1,1.636363636
69000000,Animation,251513985,Despicable Me,20.83333333,514,50,29.16666667,1516,95,7.7,72,422190,2010,0,1,1.4
260000000,Animation,200821936,Tangled,9.230769231,16,53.84615385,36.92307692,4710,100,7.8,65,325621,2010,0,1,4
165000000,Animation,217581231,How to Train Your Dragon,11.11111111,3,50.61728395,38.27160494,116,98,8.1,81,538360,2010,0,1,3.444444445
135000000,Animation,64006466,Happy Feet Two,23.52941176,83,7.843137255,68.62745098,138,100,5.9,51,34974,2011,1,2,2.916666667
22000000,Animation,1002895,From Up on Poppy Hill,6.944444444,513,76.38888889,16.66666667,225,91,7.5,72,22336,2011,0,1,2.400000001
63000000,Animation,108085305,Hop,18.18181818,38,36.36363636,45.45454545,47938,100,5.5,33,26043,2011,1,2,2.5
110000000,Animation,142614158,The Smurfs,20,12,50,30,4478,100,5.5,80,71925,2011,0,1,1.5
130000000,Animation,149260504,Puss in Boots,16.86746988,8,56.62650602,26.5060241,2225,90,6.7,83,122582,2011,0,1,1.571428572
135000000,Animation,123477607,Rango,3.389830508,97,89.83050847,6.779661017,101,107,7.2,59,198267,2011,0,1,2
150000000,Animation,165249063,Kung Fu Panda 2,6.756756757,0,67.56756757,25.67567568,1359,90,7.3,74,203107,2011,0,1,3.800000001
135000000,Animation,77591831,The Adventures of Tintin,12.5,0,52.08333333,35.41666667,14,107,7.4,48,188070,2011,0,1,2.833333334
55000000,Animation,31051126,The Pirates! Band of Misfits,0,0,44.44444444,55.55555556,223,88,6.7,9,38842,2012,1,2,0
70000000,Animation,214030500,The Lorax,25.26315789,2587,53.68421053,21.05263158,26957,86,6.4,95,83314,2012,0,1,0.833333334
95000000,Animation,161321843,Ice Age: Continental Drift,15.38461538,10,69.23076923,15.38461538,43,88,6.6,26,158545,2012,0,1,1
145000000,Animation,216391482,Madagascar 3: Europe's Most Wanted,4,0,0,96,59,100,6.9,25,130435,2012,1,2,24
39000000,Animation,35291068,Frankenweenie,9.89010989,0,60.43956044,29.67032967,2,87,7,91,81006,2012,0,1,3
60000000,Animation,56003051,ParaNorman,13.18681319,1,58.24175824,28.57142857,2663,92,7,91,79594,2012,0,1,2.166666666
85000000,Animation,148313048,Hotel Transylvania,8.602150538,16,63.44086022,27.95698925,517,91,7.1,93,180944,2012,0,1,3.25
185000000,Animation,237283207,Brave,2.53164557,0,15.18987342,82.27848101,15040,93,7.2,79,302017,2012,1,2,32.49999999
145000000,Animation,103412758,Rise of the Guardians,4.166666667,162,66.66666667,29.16666667,1389,97,7.3,48,133291,2012,0,1,7
165000000,Animation,189422889,Wreck-It Ralph,29.72972973,28,48.64864865,21.62162162,543,101,7.7,37,298207,2012,0,1,0.727272727
0,Animation,1506975,The Tale of the Princess Kaguya,1.960784314,0,70.58823529,27.45098039,81,137,8.1,51,23571,2013,0,1,14
105000000,Animation,71017784,The Smurfs 2,14,0,44,42,11,105,5.4,50,30631,2013,0,1,3
50000000,Animation,90288712,Planes,10.95890411,11698,67.12328767,21.91780822,23950,91,5.8,73,37338,2013,0,1,2
78000000,Animation,119793567,Cloudy with a Chance of Meatballs 2,13.84615385,0,56.92307692,29.23076923,2480,95,6.4,65,71615,2013,0,1,2.11111111
135000000,Animation,83028128,Turbo,5.154639175,68,72.16494845,22.68041237,224,96,6.5,97,67648,2013,0,1,4.4
100000000,Animation,107518682,Epic,8.974358974,818,12.82051282,78.20512821,7817,102,6.7,78,90501,2013,1,2,8.714285715
135000000,Animation,187168425,The Croods,14.14141414,3,52.52525253,33.33333333,115,98,7.2,99,163313,2013,0,1,2.357142857
76000000,Animation,368061265,Despicable Me 2,10.22727273,2,48.86363636,40.90909091,494,98,7.4,88,314045,2013,0,1,3.999999999
150000000,Animation,400738009,Frozen,13.40206186,1,48.45360825,38.1443299,46707,102,7.5,97,464149,2013,0,1,2.846153845
150000000,Animation,400738009,Frozen,14.77272727,47,51.13636364,34.09090909,1048,102,7.5,88,464149,2013,0,1,2.307692308
60000000,Animation,257760692,The Lego Movie,25.45454545,16,47.27272727,27.27272727,984,100,7.8,55,274608,2014,0,1,1.071428572
42000000,Animation,64251541,Locos por las nueces,0,0,100,0,0,85,5.8,2,21922,2014,0,1,0
0,Animation,857522,Song of the Sea,14.28571429,97,54.28571429,31.42857143,170,93,8.1,35,35135,2014,0,1,2.199999999
0,Animation,765127,El recuerdo de Marnie,1.315789474,0,88.15789474,10.52631579,65,103,7.8,76,18970,2014,0,1,7.999999998
55000000,Animation,76223578,Paddington,13.75,3,58.75,27.5,261,95,7.2,80,56480,2014,0,1,2
132000000,Animation,83348920,Penguins of Madagascar,7.8125,0,53.125,39.0625,35223,92,6.7,64,66287,2014,0,1,5
145000000,Animation,111506430,Mr. Peabody & Sherman,7.407407407,0,66.66666667,25.92592593,15,92,6.8,81,52421,2014,0,1,3.500000001
60000000,Animation,50837305,The Boxtrolls,25,36,35.41666667,39.58333333,6,96,6.8,48,46486,2014,1,2,1.583333333
50000000,Animation,50151543,The Book of Life,12.98701299,4,36.36363636,50.64935065,7059,95,7.3,77,51976,2014,1,2,3.899999999
145000000,Animation,177002924,How to Train Your Dragon 2,8.620689655,49,65.51724138,25.86206897,1407,102,7.8,58,243596,2014,0,1,3.000000001
165000000,Animation,222527828,Big Hero 6,8.235294118,3,67.05882353,24.70588235,56,102,7.8,85,320396,2014,0,1,3
81200000,Animation,1339152,El principito,0,0,89.58333333,10.41666667,0,108,7.8,48,41751,2015,0,1,0
25000000,Animation,19375982,Shaun the Sheep Movie,15.25423729,55,45.76271186,38.98305085,31,85,7.4,59,28138,2015,0,1,2.555555555
90000000,Animation,85886987,Alvin and the Chipmunks: The Road Chip,0,0,51.72413793,48.27586207,3,100,5.1,29,12069,2015,0,1,0
0,Animation,12427046,Strange Magic,13.15789474,6,3.947368421,82.89473684,678,99,5.8,76,8009,2015,1,2,6.299999998
74000000,Animation,162994032,The SpongeBob Movie: Sponge Out of Water,10.52631579,268,52.63157895,36.84210526,2,92,6,19,38659,2015,0,1,3.5
74000000,Animation,336045770,Minions,17.44186047,2275,66.27906977,16.27906977,90,91,6.4,86,169228,2015,0,1,0.933333333
80000000,Animation,169700110,Hotel Transylvania 2,15.85365854,0,63.41463415,20.73170732,20,89,6.7,82,73328,2015,0,1,1.307692308
200000000,Animation,123087120,The Good Dinosaur,9.183673469,2,8.163265306,82.65306122,26,93,6.7,98,80711,2015,1,2,9
135000000,Animation,177397510,Home,16.48351648,20678,47.25274725,36.26373626,54808,94,6.7,91,79374,2015,0,1,2.2
175000000,Animation,356461711,Inside Out,24.32432432,2901,33.78378378,41.89189189,1096,95,8.2,74,439792,2015,1,2,1.722222222
145000000,Animation,143528619,Kung Fu Panda 3,6.382978723,0,73.40425532,20.21276596,2,95,7.1,94,95310,2016,0,1,3.166666667
73000000,Animation,107509366,The Angry Birds Movie,74.73684211,20,12.63157895,12.63157895,4,97,6.3,95,59472,2016,0,0,0.169014085
30000000,Animation,12760985,Leap!,8.450704225,22,43.66197183,47.88732394,2539,89,6.8,71,9517,2016,1,2,5.666666666
0,Animation,920057,La tortuga roja,6.060606061,8,90.90909091,3.03030303,0,80,7.6,33,15705,2016,0,1,0.5
75000000,Animation,368384330,La vida secreta de tus mascotas,2,0,92,6,0,87,6.6,50,133755,2016,0,1,3
0,Animation,5017246,Your name,11.68831169,2690,35.06493506,53.24675325,14862,106,8.5,77,54503,2016,1,2,4.555555555
105000000,Animation,64063008,Ice Age: Collision Course,5,0,70,25,4,94,5.7,20,38556,2016,0,1,5
8500000,Animation,19985196,Middle School: The Worst Years of My Life,91.42857143,6,5.714285714,2.857142857,0,92,6.1,35,4556,2016,0,0,0.03125
125000000,Animation,153707064,Trolls,13.88888889,1160,59.72222222,26.38888889,2900,92,6.5,72,49423,2016,0,1,1.9
70000000,Animation,72655779,Storks,12.06896552,109,58.62068966,29.31034483,89,87,6.8,58,40740,2016,0,1,2.428571428
75000000,Animation,270329045,Sing,13.46153846,13718,46.15384615,40.38461538,10618,108,7.1,52,81466,2016,0,1,3
200000000,Animation,486295561,Finding Dory,11.95652174,3,57.60869565,30.43478261,164530,97,7.4,92,173005,2016,0,1,2.545454545
150000000,Animation,248757044,Moana,4.166666667,0,77.08333333,18.75,677,107,7.6,48,157290,2016,0,1,4.5
60000000,Animation,48023088,Kubo and the Two Strings,7.575757576,10,59.09090909,33.33333333,151,101,7.8,66,82575,2016,0,1,4.399999999
150000000,Animation,341268248,Zootopia,8.333333333,688,59.72222222,31.94444444,54,108,8,72,317549,2016,0,1,3.833333333
30000000,Biography,2975649,Miss Potter,21.875,87989,45.3125,32.8125,15009,88,7,64,25132,2006,0,1,1.5
20000000,Biography,13395961,One Night with the King,22.22222222,243,22.22222222,55.55555556,2,123,6.3,9,6072,2006,1,2,2.5
40000000,Biography,57789574,Invincible,22.22222222,537,45.83333333,31.94444444,428,105,7.1,72,55713,2006,0,1,1.4375
0,Biography,42643187,Glory Road,12.79069767,4,54.65116279,32.55813953,12270,118,7.2,86,37118,2006,0,1,2.545454546
0,Biography,21208358,Amazing Grace,5.769230769,227,9.615384615,84.61538462,2044,118,7.5,52,21869,2006,1,2,14.66666667
16500000,Biography,18670946,Becoming Jane,9.638554217,1184,7.228915663,83.13253012,6318,120,7.1,83,50326,2007,1,2,8.625
40000000,Biography,9589875,The Express,20,1231,32,48,31877,130,7.3,75,17510,2008,1,2,2.4
8500000,Biography,4444637,Bright Star,1.785714286,317,8.928571429,89.28571429,23660,119,7,56,22535,2009,1,2,49.99999999
35000000,Biography,11001272,The Young Victoria,11.26760563,15489,18.30985915,70.42253521,5389,100,7.3,71,49189,2009,1,2,6.250000002
35000000,Biography,59713955,Secretariat,6.666666667,0,64.44444444,28.88888889,1059,123,7.2,45,22288,2010,0,1,4.333333333
18000000,Biography,43853424,Soul Surfer,10.41666667,0,58.33333333,31.25,1360,112,7.1,96,38348,2011,0,1,2.999999999
40000000,Biography,20113965,Big Miracle,20.89552239,199,31.34328358,47.76119403,140474,107,6.5,67,16132,2012,1,2,2.285714286
20000000,Biography,6002756,Chasing Mavericks,6.060606061,0,72.72727273,21.21212121,0,100,7.2,33,27057,2012,0,1,3.499999999
10900000,Biography,10726630,Belle,7.462686567,397,82.08955224,10.44776119,165,100,7.4,67,23053,2013,0,1,1.399999999
12000000,Biography,91443253,Heaven Is for Real,13.48314607,20,20.2247191,66.29213483,677,99,5.8,89,22482,2014,1,2,4.916666666
25000000,Biography,36447959,Million Dollar Arm,13.63636364,3,43.93939394,42.42424242,64,124,7,66,38459,2014,0,1,3.11111111
17000000,Biography,44469602,"McFarland, USA",11.11111111,49841,36.36363636,52.52525253,17,129,7.4,99,27814,2015,1,2,4.727272728
13000000,Biography,61693523,Miracles from Heaven,16.66666667,64,62.5,20.83333333,8,109,7,72,13373,2016,0,1,1.25
25000000,Biography,169380936,Hidden Figures,56.52173913,5100,10.14492754,33.33333333,77,127,7.8,69,121818,2016,0,0,0.58974359
32000000,Comedy,80197993,Nacho Libre,4.081632653,6,83.67346939,12.24489796,1654,92,5.7,98,69721,2006,0,1,3
15000000,Comedy,10011274,Penelope,10.1010101,236495,66.66666667,23.23232323,10342,104,6.8,99,53683,2006,0,1,2.3
0,Comedy,35092918,Deck the Halls,4.545454545,0,70.45454545,25,164,93,4.9,44,17377,2006,0,1,5.500000001
12000000,Comedy,18595716,Aquamarine,6.944444444,94,63.88888889,29.16666667,11104,100,5.3,72,33023,2006,0,1,4.200000001
28000000,Comedy,49631958,Are We Done Yet?,39.28571429,921,25,35.71428571,259,92,4,28,16749,2007,0,0,0.909090909
25000000,Comedy,33302167,Mr. Bean's Holiday,16.27906977,10,67.44186047,16.27906977,0,90,6.3,43,96177,2007,0,1,1
20000000,Comedy,10005534,Bratz,4.761904762,0,71.42857143,23.80952381,37,100,2.9,42,15573,2007,0,1,5
175000000,Comedy,100462298,Evan Almighty,13.04347826,54953,55.43478261,31.52173913,68157,96,5.4,92,121468,2007,0,1,2.416666667
100000000,Comedy,72006777,Fred Claus,10.71428571,2,53.57142857,35.71428571,0,116,5.6,28,33861,2007,0,1,3.333333334
20000000,Comedy,25612520,Nancy Drew,20.3125,167,48.4375,31.25,58,99,5.9,64,16948,2007,0,1,1.538461538
22000000,Comedy,90648202,The Game Plan,45.45454545,298,0,54.54545455,2420,110,6.2,11,48000,2007,1,2,1.2
28000000,Comedy,43107979,No Reservations,18.29268293,57,39.02439024,42.68292683,80,104,6.3,82,62276,2007,1,2,2.333333333
75000000,Comedy,118871849,Hairspray,19.76744186,2,37.20930233,43.02325581,73,117,6.7,86,104717,2007,1,2,2.176470588
27000000,Comedy,7486906,Martian Child,15.90909091,2733,45.45454545,38.63636364,141185,106,6.8,44,18187,2007,0,1,2.428571429
80000000,Comedy,110101975,Bedtime Stories,12.85714286,3,50,37.14285714,227,99,6.1,70,76733,2008,0,1,2.888888888
60000000,Comedy,143153751,Marley & Me,11.76470588,7196,43.1372549,45.09803922,510,100,7.1,51,125638,2008,1,2,3.833333334
35000000,Comedy,73034460,Hotel para perros,0,0,100,0,0,100,5.4,36,17784,2009,0,1,0
40000000,Comedy,20916309,Shorts,11.11111111,540,52.38095238,36.50793651,7890,89,4.8,63,5645,2009,0,1,3.285714286
18000000,Comedy,22455510,Fame,4.411764706,0,64.70588235,30.88235294,50824,107,5,68,14706,2009,0,1,7
35000000,Comedy,49492060,Old Dogs,18.05555556,622,6.944444444,75,922,100,5.4,72,32674,2009,1,2,4.153846153
30000000,Comedy,58715510,Bride Wars,18,1353,49,33,7,89,5.5,100,86156,2009,0,1,1.833333333
8000000,Comedy,16734283,New in Town,20.68965517,77,8.620689655,70.68965517,3667,97,5.6,58,18623,2009,1,2,3.416666667
0,Comedy,44277350,Confessions of a Shopaholic,17.85714286,4,48.80952381,33.33333333,3,104,5.9,84,66680,2009,0,1,1.866666666
35000000,Comedy,29197642,Nanny McPhee Returns,50,8,50,0,0,109,6.1,8,21695,2010,0,0,0
35000000,Comedy,17596256,Furry Vengeance,25,6,41.66666667,33.33333333,4,100,3.8,24,13245,2010,0,1,1.333333333
50000000,Comedy,33644788,Marmaduke,9.89010989,7,59.34065934,30.76923077,26,100,4.2,91,12104,2010,0,1,3.111111111
48000000,Comedy,60022256,Tooth Fairy,17.07317073,16,42.68292683,40.24390244,129,101,5,82,33336,2010,0,1,2.357142857
20000000,Comedy,25702053,You Again,33.78378378,68062,31.08108108,35.13513514,19332,100,5.8,74,43588,2010,1,2,1.04
15000000,Comedy,64003625,Diary of a Wimpy Kid,21.73913043,44,50.72463768,27.53623188,149,100,6.2,69,35256,2010,0,1,1.266666667
19000000,Comedy,25918920,Leap Year,20.83333333,12,39.58333333,39.58333333,447,100,6.5,48,77685,2010,0,0,1.9
14000000,Comedy,1752214,Flipped,12.76595745,15,42.55319149,44.68085106,353,100,7.7,47,67346,2010,1,2,3.499999999
0,Comedy,542,The Decoy Bride,6.25,0,62.5,31.25,0,89,6.2,16,9018,2011,0,1,5
79000000,Comedy,74158157,Jack and Jill,22.09302326,27,50,27.90697674,20865,91,3.4,86,65046,2011,0,1,1.263157894
80000000,Comedy,80360843,Zookeeper,12.5,25,61.11111111,26.38888889,24,100,5.2,72,48201,2011,0,1,2.111111111
8000000,Comedy,10130219,Prom,8.955223881,1797,59.70149254,31.34328358,4448,104,5.4,67,13474,2011,0,1,3.5
55000000,Comedy,68224452,Mr. Popper's Penguins,4.081632653,0,59.18367347,36.73469388,7698,100,6,49,73019,2011,0,1,9.000000001
41000000,Comedy,7204138,The Big Year,18.18181818,14,31.16883117,50.64935065,5972,100,6.2,77,36943,2011,1,2,2.785714286
21000000,Comedy,52698535,Diary of a Wimpy Kid: Rodrick Rules,5.333333333,1,69.33333333,25.33333333,4,100,6.6,75,20904,2011,0,1,4.75
50000000,Comedy,75624550,We Bought a Zoo,16.12903226,92,58.06451613,25.80645161,3,124,7.1,93,118916,2011,0,1,1.6
0,Comedy,1347578,La bicicleta verde,0,0,100,0,0,98,7.6,35,14903,2012,0,1,0
0,Comedy,44338224,The Three Stooges,21.66666667,7872,63.33333333,15,8,92,5.1,60,26808,2012,0,1,0.692307692
